BBSab,BBSb,WFBS1,WFBS2,WFBS3,WFBS4,WFBS5,WFBS6,WFBS7,WFBS8,WFBS9,WFBS10,WFBS11,WFBS12,WFBS13,WFBS14,WFBS15,WFBS16,WFBS17,WFBS18,WFBS19,WFBS20,WFBS21,WFBS22,WFBS23,WFBS24,WFBS25,WFBS26,WFBS27,WFBS28,WFBS29,WFBS30,WFBS31,WFBS32,WFBS33,WFBS34,WFBS35,WFBS36,WFBS37,WFBS38,WFBS39,WFBS40,WFBS41,WFBS42,WFBS43,WFBS44,WFBS45,WFBS46,WFBS47,WFBS48,WFBS49,WFBS50,WFBS51,WFBS52,WFBS53,WFBS54,WFBS55,WFBS56,WFBS57,WFBS58,WFBS59,WFBS60,WFBS61,WFBS62,WFBS63,WFBS64,WFBS65,WFBS66,WFBS67,WFBS68,WFBS69,WFBS70,WFBS71,WFBS72,WFBS73,WFBS74,WFBS75,WFBS76,WFBS77
3610,310,Q020101,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3710,310,N010202,N020202,N030202,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3810,310,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,
3910,310,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,
31010,310,Q020101,N040202,N050202,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA
31110,310,Q020101,N060202,P010104,P020104,P030104,P040104,P070104,P090104,P010204,P020204,P030204,P040204,P070204,P090204,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,
31210,310,Q020101,N070302,P010104,P020104,P030104,P050104,P090104,P00104,P010204,P020204,P030204,P050204,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P00101,P010201,P020201,P030201,P050201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P00102,P010202,P020202,P030202,P050202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P001NA,P0102NA,P0202NA,P0302NA,P0502NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31310,310,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31410,310,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31510,310,Q030201,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31610,310,M0408NA,M0408NA,M0408NA,M0408NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,410,Q020101,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,410,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,410,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,410,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,410,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,410,Q020101,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4710,410,N010202,N020202,N030202,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4810,410,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,
4910,410,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,
41010,410,Q020101,N040202,N050202,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA
41110,410,Q020101,N060202,P010104,P020104,P030104,P040104,P070104,P090104,P010204,P020204,P030204,P040204,P070204,P090204,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,
41210,410,Q020101,N070302,P010104,P020104,P030104,P050104,P090104,P00104,P010204,P020204,P030204,P050204,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P00101,P010201,P020201,P030201,P050201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P00102,P010202,P020202,P030202,P050202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P001NA,P0102NA,P0202NA,P0302NA,P0502NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41310,410,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41410,410,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41510,410,Q030201,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41610,410,M0408NA,M0408NA,M0408NA,M0408NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5110,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5210,510,Q070901,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5310,510,Q070901,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5410,510,Q070901,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5510,510,Q070901,Q070901,Q070901,Q070901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5610,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51010,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51110,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51210,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51310,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51410,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51510,510,Q070201,Q070201,Q070201,Q070201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51610,510,Q070101,Q070101,Q070101,Q070101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6110,610,Q020101,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6210,610,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6310,610,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6410,610,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6510,610,P010504,P020504,P030504,P040504,P050504,P060504,P070504,P080504,P090504,P010501,P020501,P030501,P040501,P050501,P060501,P070501,P080501,P090501,P010502,P020502,P030502,P040502,P050502,P060502,P070502,P080502,P090502,P0105NA,P0205NA,P0305NA,P0405NA,P0505NA,P0605NA,P0705NA,P0805NA,P0905NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6610,610,Q020101,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6710,610,N010202,N020202,N030202,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6810,610,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,
6910,610,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,
61010,610,Q020101,N040202,N050202,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA
61110,610,Q020101,N060202,P010104,P020104,P030104,P040104,P070104,P090104,P010204,P020204,P030204,P040204,P070204,P090204,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,
61210,610,Q020101,N070302,P010104,P020104,P030104,P050104,P090104,P00104,P010204,P020204,P030204,P050204,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P00101,P010201,P020201,P030201,P050201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P00102,P010202,P020202,P030202,P050202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P001NA,P0102NA,P0202NA,P0302NA,P0502NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61310,610,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61410,610,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61510,610,Q030201,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61610,610,M0408NA,M0408NA,M0408NA,M0408NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,111,M0101NA,M0101NA,M0101NA,M0101NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,111,M0103NA,M0103NA,M0103NA,M0103NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,111,M0104NA,M0104NA,M0104NA,M0104NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,111,M0105NA,M0105NA,M0105NA,M0105NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,111,M0106NA,M0106NA,M0106NA,M0106NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,111,Q020101,Q020101,Q020101,Q020101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,111,N010202,N020202,N030202,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,N0102NA,N0202NA,N0302NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,111,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,
1911,111,Q020101,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,Q020101,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,Q020101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,Q020101,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,,,,,,,,,
11011,111,Q020101,N040202,N050202,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,N0402NA,N0502NA,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA
11111,111,Q020101,N060202,P010104,P020104,P030104,P040104,P070104,P090104,P010204,P020204,P030204,P040204,P070204,P090204,Q020101,N0602NA,P010101,P020101,P030101,P040101,P070101,P090101,P010201,P020201,P030201,P040201,P070201,P090201,Q020101,N0602NA,P010102,P020102,P030102,P040102,P070102,P090102,P010202,P020202,P030202,P040202,P070202,P090202,Q020101,N0602NA,P0101NA,P0201NA,P0301NA,P0401NA,P0701NA,P0901NA,P0102NA,P0202NA,P0302NA,P0402NA,P0702NA,P0902NA,,,,,,,,,,,,,,,,,,,,,
11211,111,Q020101,N070302,P010104,P020104,P030104,P050104,P090104,P010204,P020204,P030204,P050204,P090204,Q020101,N0703NA,P010101,P020101,P030101,P050101,P090101,P010201,P020201,P030201,P050201,P090201,Q020101,N0703NA,P010102,P020102,P030102,P050102,P090102,P010202,P020202,P030202,P050202,P090202,Q020101,N0703NA,P0101NA,P0201NA,P0301NA,P0501NA,P0901NA,P0102NA,P0202NA,P0302NA,P0502NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11311,111,P010104,P020104,P030104,P040104,P050104,P060104,P070104,P080104,P090104,P010101,P020101,P030101,P040101,P050101,P060101,P070101,P080101,P090101,P010102,P020102,P030102,P040102,P050102,P060102,P070102,P080102,P090102,P0101NA,P0201NA,P0301NA,P0401NA,P0501NA,P0601NA,P0701NA,P0801NA,P0901NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11411,111,P010204,P020204,P030204,P040204,P050204,P060204,P070204,P080204,P090204,P010201,P020201,P030201,P040201,P050201,P060201,P070201,P080201,P090201,P010202,P020202,P030202,P040202,P050202,P060202,P070202,P080202,P090202,P0102NA,P0202NA,P0302NA,P0402NA,P0502NA,P0602NA,P0702NA,P0802NA,P0902NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11511,111,Q030201,Q030201,Q030201,Q030201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
